id,name,legacy_id,email,phone,url,fax,industry,accountType,contacts,contact,territory,tags,address_1,address_2,address_3,city,state,postalCode,country,Population,"Project Lead Assigned",Competitor(s)
15577-accounts,"City of Myrtle Point, OR",,,,,,Municipality,"New Customer",35429-contacts,"Darin Nicholson",,,,,,"myrtle point",OR,,US,2500,,
15585-accounts,"S & T Communications",,,,,,,"New Customer",3153-contacts,"Clint Felzien",,,,,,Colby,KS,,US,2000,,
15589-accounts,"City of Sturgis, SD",,,,http://www.sturgis-sd.gov/,,,"New Customer",16429-contacts,"Daniel Ainslie",,,,,,Sturgis,SD,57785,US,"6,883",,
15597-accounts,"City of Attleboro, MA",,,,http://www.cityofattleboro.us,,Municipality,"New Customer","35437-contacts, 35441-contacts, 35445-contacts, 54493-contacts","John Clover",,,"77 Park Street",,,Attleboro,MA,02703,US,"43,593",,
15601-accounts,"Town of Ballston Spa, NY",,,,http://www.saratogacountyny.gov/our-cities-towns-villages/town-of-ballston,,Municipality,"New Customer",35449-contacts,"Keith Manz",,,"3654 Galway Rd",,,"Ballston Spa",NY,12020,US,"5,409",,
15609-accounts,"Town of Chesapeake Beach, MD",,,,http://www.chesapeake-beach.md.us,,Municipality,"New Customer",35453-contacts,"James Barry",,,"8200 Bayside Road, P.O. Box 400",,,"Chesapeake Beach",MD,20732,US,"5,753",,
15613-accounts,"Village of Chittenango, NY",,,,http://www.chittenango.org/page/page/7933436.htm,,Municipality,"New Customer",35457-contacts,"Bob Freunscht",,,"222 Genesee Street",,,Chittenango,NY,13037,US,"5,081",,
15617-accounts,"Village of Croton-On-Hudson, NY",,,,http://village.croton-on-hudson.ny.us/Public_Documents/index,,Municipality,"New Customer",35461-contacts,"Marco Gennarelli",,,"1 Van Wyck Street",,,Croton-on-Hudson,NY,10520,US,"8,070",,
15621-accounts,"City of Fitchburg, MA",,,,http://www.ci.fitchburg.ma.us,,Municipality,"New Customer","35465-contacts, 35469-contacts, 35473-contacts","Lenny Laakso",,,"166 Boulder Dr. Suite 108",,,Fitchburg,MA,01420,US,"40,318",,
15629-accounts,"Town of Pomfret, NY",,,,"http://townofpomfretny.org, http://townofpomfretny.org/",,Municipality,"New Customer",35477-contacts,"Dan Bigelow",,,"9 Day Street",,,Pomfret,NY,14063,US,"14,965",,
15633-accounts,"Village of Freeport, NY",,,,http://www.freeportny.com/index.aspx,,Municipality,"New Customer",35481-contacts,"Robert Fisenne",,,"46 North Ocean Ave",,,Freeport,NY,11520,US,"42,860",,
15637-accounts,"Village of Kings Point, NY",,,,http://www.villageofkingspoint.org,,Municipality,"New Customer",35485-contacts,"Michael Moorehead",,,"32 Steppingstone Ln",,,"Kings Point",NY,11024,US,"5,005",,
15641-accounts,"City of Leominster, MA",,,,http://www.leominster-ma.gov,,Municipality,"New Customer",35489-contacts,"Ray Racine",,,"25 West Street",,,Leominster,MA,01453,US,"40,759",,
15645-accounts,"Village of Monticello, NY",,,,http://www.villageofmonticello.com,,Municipality,"New Customer","35493-contacts, 35497-contacts","James Steinberg",,,"2 Pleasant Street",,,Monticello,NY,12701,US,"6,726",,
15649-accounts,"Village of North Hills, NY",,,,http://www.villagenorthhills.com,,Municipality,"New Customer",35501-contacts,"Richard Kashinsky",,,"One Shelter Rock Road",,,"North Hills",NY,11576,US,"5,075",,
15653-accounts,"Borough of Penns Grove, NJ",,,,http://www.pennsgrove-nj.org,,Municipality,"New Customer",41421-contacts,"Gene Gilbert",,,"#1 State Street",,,"Penns Grove",NJ,08069,US,"5,147",,
15657-accounts,"Village of Port Jefferson, NY",,,,http://www.portjeff.com,,Municipality,"New Customer",35505-contacts,"Steve Gallagher",,,"121 West Broadway",,,"Port Jefferson",NY,11777,US,"7,750",,
15661-accounts,"Borough of Sayreville, NJ",,,,http://www.sayreville.com,,Municipality,"New Customer",35509-contacts,"Bernie Bailey",,,"167 Main Street",,,Sayreville,NJ,08871,US,"42,704",,
15665-accounts,"Village of Wappingers Falls, NY",,ppaggi@wappingersfallsny.gov,,http://www.wappingersfallsny.gov,,Municipality,"New Customer",35513-contacts,"Pete Paggi",,,"2582 South Ave",,,"Wappingers Falls",NY,12590,US,"5,522",,
15669-accounts,"Town of West Springfield, MA",,,,http://www.west-springfield.ma.us/Public_Documents/index,,Municipality,"New Customer",35517-contacts,"Robert Colson",,,"26 Central St.",,,"West Springfield Town",MA,01089,US,"28,391",,
15673-accounts,"City of Westfield, MA",,,,http://www.cityofwestfield.org,,Municipality,"New Customer","35521-contacts, 89349-contacts","Dave Billips",,,"59 Court Street",,,Westfield,MA,01085,US,"41,094",,
15677-accounts,"Town of Bethel, CT",,,,http://www.bethel-ct.gov,,Municipality,"New Customer","6245-contacts, 6249-contacts, 14321-contacts, 54253-contacts","Matt Knickerbocker",,,"1 School Street",,,Bethel,CT,06801,US,"18,067",,
15681-accounts,"Town of East Spencer, NC",,,,http://www.townofeastspencer.org,,Municipality,"New Customer","35549-contacts, 35597-contacts","Macon Sammons",,,"105 S. Long Street",,,"East Spencer",NC,28039,US,"1,710",,
15685-accounts,"City of Eden, NC",,,,http://www.edennc.us,,Municipality,"New Customer",35553-contacts,"Terry Shelton",,,"308 E. Stadium Dr",,,Eden,NC,27288,US,"15,818",,
15689-accounts,"City of Elizabeth City, NC",,,,http://www.cityofec.com,,Municipality,"New Customer",35557-contacts,"Paul Fredette",,,"410 Pritchard St",,,"Elizabeth City",NC,27909,US,"18,544",,
15693-accounts,"Town of Elkin, NC",,,,http://www.elkinnc.org,,Municipality,"New Customer","35561-contacts, 35609-contacts","Robert Fuller",,,"226 N. Bridge Street",,,Elkin,NC,28621,US,"4,085",,
15697-accounts,"Town of Emerald Isle, NC",,,,http://www.emeraldisle-nc.org,,Municipality,"New Customer","35565-contacts, 35613-contacts","Artie Dunn",,,"7500 Emerald Drive",,,"Emerald Isle",NC,28594,US,"3,993",,
15701-accounts,"Town of Erwin, NC",,,,http://www.erwin-nc.org,,Municipality,"New Customer",35569-contacts,"Mark Byrd",,,"730 N. 13th Street",,,Erwin,NC,28339,US,"5,102",,
15705-accounts,"Town of Farmville, NC",,,,http://www.farmville-nc.com,,Municipality,"New Customer","35573-contacts, 35625-contacts","David Hodgkins",,,"3672 N. Main St",,,Farmville,NC,27828,US,"4,753",,
15709-accounts,"Town of Fletcher, NC",,,,http://www.fletchernc.org,,Municipality,"New Customer","35577-contacts, 35629-contacts","Steve Morgan",,,"300 Old Cane Creek Rd",,,Fletcher,NC,28732,US,"7,378",,
15713-accounts,"Town of Forest City, NC",,,,http://www.townofforestcity.com,,Municipality,"New Customer","35581-contacts, 35633-contacts","Stewart Briscoe",,,"132 Wilkie Street",,,"Forest City",NC,28043,US,"7,144",,
15717-accounts,"Town of Franklin, NC",,,,http://www.franklinnc.com,,Municipality,"New Customer","35585-contacts, 35641-contacts","Jay Gibson",,,"95 E. Main Street",,,Franklin,NC,28744,US,"3,708",,
15721-accounts,"Town of Fremont, NC",,,,http://www.fremontnc.gov,,Municipality,"New Customer",35589-contacts,"Barbara Aycock",,,"120 E. Main Street",,,Fremont,NC,27830,US,"1,489",,
15725-accounts,"Town of Fuquay-Varina, NC",,,,http://www.fuquay-varina.org,,Municipality,"New Customer","35593-contacts, 35657-contacts","Jay Meyers",,,"401 Old Honeycutt Rd",,,Fuquay-Varina,NC,27526,US,"21,277",,
15729-accounts,"Town of Edenton, NC",,,,http://www.townofedenton.com/,,Municipality,"New Customer","35601-contacts, 36921-contacts","Anne-Marie Knighton",,,"118 W. Hicks St",,,Edenton,NC,27932,US,"5,125",,
15733-accounts,"Town of Elizabethtown, NC",,,,http://www.elizabethtownnc.org,,Municipality,"New Customer","35605-contacts, 36925-contacts, 65979-contacts","Eddie Madden",,,"805 W. Broad Street",,,Elizabethtown,NC,28337,US,"3,634",,
15737-accounts,"Town of Enfield, NC",,,,http://www.enfieldnc.org,,Municipality,"New Customer",35617-contacts,"Rodney Pierce",,,"121 SE Railroad Street",,,Enfield,NC,27823,US,"2,215",,
15741-accounts,"Town of Fairmont, NC",,,,http://www.fairmontnc.com,,Municipality,"New Customer","35621-contacts, 54837-contacts","Ronnie Seals",,,"421 S. Main Street",,,Fairmont,NC,28340,US,"2,714",,
15745-accounts,"Town of Four Oaks, NC",,,,http://fouroaks-nc.com,,Municipality,"New Customer",35637-contacts,"Sherry Hudson",,,"304 N. Main Street",,,"Four Oaks",NC,27524,US,"2,005",,
15749-accounts,"Town of Franklinton, NC",,,,http://www.franklintonnc.us,,Municipality,"New Customer","35645-contacts, 35649-contacts","Josh Bennett",,,"7 W. Mason Street",,,Franklinton,NC,27525,US,"2,084",,
15753-accounts,"Town of Franklinville, NC",,,,http://www.townoffranklinvillenc.org,,Municipality,"New Customer",35653-contacts,"Arnold Allred",,,"163 W. Main Street",,,Franklinville,NC,27248,US,"1,151",,
15757-accounts,"City of Tonganoxie, Kansas",,,,https://www.tonganoxie.org/,,Municipality,"New Customer","21577-contacts, 35669-contacts, 23649-contacts, 35673-contacts, 35677-contacts","Nathan McCommon",,,"321 South DelawareSt",,,Tonganoxie,KS,66086,US,"4,996",,
15761-accounts,"City of Colby, Kansas",,,,http://www.cityofcolby.com,,Municipality,"New Customer","35681-contacts, 35685-contacts, 35689-contacts, 35693-contacts","Tyson McGreer",,,"585 N Franklin Ave",,,Colby,KS,67701,US,"5,387",,
15765-accounts,"City of Concordia, Kansas",,,,http://www.concordiaks.org/,,Municipality,"New Customer","35697-contacts, 35701-contacts, 35705-contacts, 35709-contacts","Ron Copple",,,"701 Washington St",,,Concordia,KS,66901,US,"5,395",,
15769-accounts,"City of Spring Hill, Kansas",,,,http://www.springhillks.com/index.aspx?nid=4,,Municipality,"New Customer","35713-contacts, 35717-contacts, 35721-contacts, 35725-contacts","Jonathan Roberts",,,"401 N Madison",,,"Spring Hill",KS,66083,US,"5,437",,
15773-accounts,"City of Paola, Kansas",,,,http://www.cityofpaola.com/,,Municipality,"New Customer","35729-contacts, 35733-contacts, 35737-contacts, 35741-contacts, 35745-contacts, 35749-contacts, 35753-contacts, 35757-contacts","Bill Trout",,,"29370 Old KC Road",,,Paola,KS,66071,US,"5,602",,
15777-accounts,"City of Iola, Kansas",,,,http://www.cityofiola.com/,,Municipality,"New Customer","35761-contacts, 35765-contacts, 35769-contacts, 35773-contacts, 35777-contacts","Berkley Kerr",,,"2 w Jackson Ave",,,Iola,KS,66749,US,"5,704",,
15781-accounts,"City of De Soto, Kansas",,,,http://www.desotoks.us/,,Municipality,"New Customer","35781-contacts, 35785-contacts, 35789-contacts, 35793-contacts, 35797-contacts","Cynthia Wagner",,,"32905 W 84th St",,,"De Soto",KS,66018,US,"5,720",,
15785-accounts,"City of Mulvane, Kansas",,,,http://www.mulvanekansas.com/,,Municipality,"New Customer","35801-contacts, 35805-contacts, 35809-contacts, 35813-contacts, 35817-contacts, 35821-contacts, 35825-contacts","Kent Hixson",,,"211 N 2nd Ave",,,Mulvane,KS,67110,US,"6,111",,
15789-accounts,"City of Eudora, Kansas",,,,http://cityofeudoraks.gov/,,Municipality,"New Customer","35829-contacts, 35833-contacts, 35837-contacts, 35841-contacts","Gary Ortiz",,,"107 W 5th St",,,Eudora,KS,66025,US,"6,136",,
15793-accounts,"City of Ulysses, Kansas",,,,http://www.cityofulysses.com/index.htm,,Municipality,"New Customer","35845-contacts, 35849-contacts, 35853-contacts","Richard Banes",,,"115 W Grant Ave",,,Ulysses,KS,67880,US,"6,161",,
15797-accounts,"City of Roeland Park, Kansas",,,,http://www.roelandpark.net/,,Municipality,"New Customer","35857-contacts, 35861-contacts, 35865-contacts","Aaron Otto",,,"4600 W 51st Street",,,Roeland Park ,KS,66205,US,"6,731",,
15801-accounts,"City of Bel Aire, Kansas",,,,http://www.belaireks.org/,,Municipality,"New Customer",35869-contacts,"Ty Lasher",,,"7651 E Central Park Ave",,,"Bel Aire",KS,67226,US,"6,769",,
15805-accounts,"City of Valley Center, Kansas",,,,http://www.valleycenterks.org/,,Municipality,"New Customer","35873-contacts, 35877-contacts, 35881-contacts, 35885-contacts","Joel Pile",,,"545 W Clay",,,Valley Center ,KS,67147,US,"6,822",,
15809-accounts,"City of Pratt, Kansas",,,,http://www.cityofprattks.com/index.php,,Municipality,"New Customer","35889-contacts, 35893-contacts, 35897-contacts, 35901-contacts, 35905-contacts, 35909-contacts, 34933-contacts, 35913-contacts, 35917-contacts","Jay Angood",,,"619 S Main St",,,Pratt,KS,67124,US,"6,835",,
15813-accounts,"City of Park City, Kansas",,,,http://www.parkcityks.com/,,Municipality,"New Customer","35921-contacts, 35925-contacts, 35929-contacts, 35933-contacts","Jack Whitson",,,"6110 N Hydraulic Ave",,,Park City,KS,67219,US,"7,297",,
15817-accounts,"City of Bonner Springs, Kansas",,,,http://www.bonnersprings.org/,,Municipality,"New Customer","35937-contacts, 35945-contacts, 35949-contacts, 35953-contacts, 35957-contacts, 35961-contacts, 35965-contacts, 80993-contacts","Jack Helin",,,"205 E 2nd St",,,"Bonner Springs",KS,66012,US,"7,314",,
15821-accounts,"City of Fort Scott, Kansas",,,,http://www.fscity.org/,,Municipality,"New Customer","35969-contacts, 35973-contacts, 35977-contacts","Dave Martin",,,"123 South Main",,,Fort Scott ,KS,66701,US,"8,087",,
15825-accounts,"City of Wellington, Kansas",,,,http://cityofwellington.net/,,Municipality,"New Customer","35981-contacts, 35985-contacts","Shane Shields",,,"19 Industrial Ave",,,Wellington ,KS,67152,US,"8,172",,
15829-accounts,"City of Chanute, Kansas",,,,http://www.chanute.org/,,Municipality,"New Customer","35989-contacts, 35993-contacts, 35997-contacts, 36001-contacts, 36005-contacts, 36009-contacts, 36013-contacts","Kristi Pierce",,,"1002 E 14th St",,,Chanute,KS,66720,US,"9,119",,
15833-accounts,"City of Augusta, Kansas",,,,http://www.augustagov.org/,,Municipality,"New Customer","36017-contacts, 36021-contacts, 36025-contacts, 36029-contacts, 36033-contacts, 36037-contacts","Bill Webster",,,"113 E 6th Avenue",,,Augusta ,KS,67010,US,"9,274",,
15837-accounts,"City of Mission, Kansas",,,,http://www.missionks.org/,,Municipality,"New Customer","36041-contacts, 36045-contacts, 36049-contacts, 36053-contacts","Laura Smith",,,"4775 Lamar Avenue",,,Mission,KS,66202,US,"9,323",,
15841-accounts,"City of Independence, Kansas",,,,http://www.independenceks.gov/,,Municipality,"New Customer","36057-contacts, 36061-contacts, 36065-contacts, 36069-contacts, 36073-contacts, 36077-contacts, 36081-contacts","Micky Webb",,,"120 North 6th St",,,Independence,KS,67301,US,"9,483",,
15845-accounts,"City of Coffeyville, Kansas",,,,http://www.coffeyville.com/,,Municipality,"New Customer","36085-contacts, 36089-contacts, 36093-contacts, 36097-contacts, 36101-contacts, 36105-contacts, 36109-contacts","Gary Bradley",,,"102 W. Seventh St",,,Coffeyville ,KS,67337,US,"10,295",,
15849-accounts,"City of Parsons, Kansas",,,,http://www.parsonsks.com/,,Municipality,"New Customer","36113-contacts, 36117-contacts, 36121-contacts, 36125-contacts, 36129-contacts","John Baker",,,"112 South 17th",,,Parsons,KS,67357,US,"10,500",,
15853-accounts,"City of Haysville, Kansas",,,,"http://www.haysville-ks.com/, http://www.merriam.org/",,Municipality,"New Customer","36133-contacts, 36137-contacts, 36141-contacts","Zach McHatton",,,"401 South Jane",,,Haysville,KS,67060,US,"10,826",,
15857-accounts,"City of Merriam, Kansas",,,,http://www.haysville-ks.com/,,Municipality,"New Customer","36145-contacts, 36149-contacts, 36153-contacts, 36157-contacts, 36161-contacts","Phillip Lammers",,,"9001 W 62nd Street",,,Merriam,KS,66202,US,"11,003",,
15861-accounts,"City of Atchison, Kansas",,,,http://www.cityofatchison.com/,,Municipality,"New Customer","36165-contacts, 36169-contacts, 36173-contacts, 36177-contacts, 36181-contacts, 54525-contacts","Trey Cocking",,,"515 Kansas Ave",,,Atchison ,KS,66002,US,"11,021",,
15865-accounts,"City of Lansing, Kansas",,,,http://www.lansing.ks.us/,,Municipality,"New Customer","36185-contacts, 36189-contacts, 36193-contacts, 36197-contacts, 36201-contacts, 36205-contacts, 46893-contacts","Cody Burnett",,,"800 First Terrace",,,Lansing ,KS,66043,US,"11,265",,
15869-accounts,"City of Andover, Kansas",,,,http://www.andoverks.com/,,Municipality,"New Customer","36209-contacts, 36213-contacts, 36217-contacts, 36221-contacts, 36225-contacts, 36229-contacts","Sasha Stiles",,,"2115 E Harry",,,Andover ,KS,67002,US,"11,791",,
15873-accounts,"City of Winfield, Kansas",,,,http://www.winfieldks.org/,,Municipality,"New Customer","36233-contacts, 36237-contacts, 36241-contacts, 36245-contacts, 36249-contacts, 36253-contacts, 36257-contacts","Warren Porter",,,"200 East Ninth",,,Winfield,KS,67156,US,"12,301",,
15877-accounts,"City of Arkansas City, Kansas",,,,http://www.arkcity.org/index.aspx,,Municipality,"New Customer","36261-contacts, 36265-contacts, 36269-contacts, 36273-contacts","Nickolaus Hernandez",,,"118 W Central Ave",,,Arkansas City ,KS,67005,US,"12,415",,
15881-accounts,"City of Ottawa, Kansas",,,,http://www.ottawaks.gov/,,Municipality,"New Customer","36277-contacts, 36285-contacts, 36289-contacts","Richard Nienstedt",,,"101 S Hickory, 2nd floor",,,Ottawa ,KS,66067,US,"12,649",,
15885-accounts,"City of El Dorado, Kansas",,,,http://www.eldoks.com/,,Municipality,"New Customer","36293-contacts, 36297-contacts, 36301-contacts, 36305-contacts, 36309-contacts","Kurt Bookout",,,"222 E 2nd Ave",,,"El Dorado ",KS,67042,US,"13,021",,
15889-accounts,"City of McPherson, Kansas",,,,http://www.mcpcity.com/,,Municipality,"New Customer","36313-contacts, 36317-contacts, 36321-contacts, 36325-contacts, 36329-contacts, 36333-contacts","Nick Gregory",,,"400 E Kansas Ave",,,McPherson,KS,67460,US,"13,155",,
15893-accounts,"City of Great Bend, Kansas",,,,http://www.greatbendks.net/,,Municipality,"New Customer","36337-contacts, 36341-contacts, 36345-contacts, 36349-contacts, 36353-contacts","Howard Partington",,,"1615 Tenth St",,,"Great Bend ",KS,67530,US,"15,995",,
15897-accounts,"City of Gardner, Kansas",,,,http://www.gardnerkansas.gov/,,Municipality,"New Customer","36357-contacts, 20513-contacts, 36361-contacts, 36365-contacts, 36369-contacts, 87953-contacts","Cheryl Harrison-Lee",,,"120 E Main St",,,Gardner ,KS,66030,US,"19,123",,
15901-accounts,"City of Newton, Kansas",,,,http://www.newtonkansas.com/,,Municipality,"New Customer","36373-contacts, 36377-contacts, 36381-contacts, 36385-contacts, 36389-contacts","Randy Riggs",,,"201 E 6th St",,,Newton ,KS,67114,US,"19,132",,
15905-accounts,"City of Pittsburg, Kansas",,,,http://www.pittks.org/,,Municipality,"New Customer","36393-contacts, 36397-contacts, 36401-contacts, 36405-contacts, 36409-contacts","Daron Hall",,,"201 W 4th St",,,Pittsburg,KS,66762,US,"20,233",,
15909-accounts,"City of Hays, Kansas",,,,http://www.haysusa.com/,,Municipality,"New Customer","36413-contacts, 36417-contacts, 36425-contacts, 36429-contacts, 36433-contacts, 36437-contacts, 36441-contacts, 76981-contacts, 89377-contacts","Toby Dougherty",,,"1498 Highway 40 Bypass",,,Hays,KS,67601,US,"21,038",,Lucity
15913-accounts,"City of Liberal, Kansas",,,,http://www.cityofliberal.org/,,Municipality,"New Customer","36445-contacts, 36449-contacts, 36453-contacts, 36457-contacts, 36461-contacts, 36465-contacts, 36469-contacts","Mark Hall",,,"324 N Kansas Ave",,,Liberal,KS,67901,US,"20,525",,
15917-accounts,"City of Prairie Village, Kansas",,,,http://pvkansas.com/,,Municipality,"New Customer","36473-contacts, 36477-contacts, 36481-contacts, 36485-contacts","Quinn Bennion",,,"7700 Mission Rd",,,"Prairie Village ",KS,66208,US,"21,447",,
15921-accounts,"City of Derby, Kansas",,,,http://www.derbyweb.com/,,Municipality,"New Customer","36489-contacts, 36493-contacts, 36497-contacts, 36501-contacts, 36505-contacts, 36509-contacts, 17381-contacts, 36513-contacts, 36517-contacts","Kathy Sexton",,,"3531 Corporate Park Dr",,,Derby ,KS,67037,US,"22,158",,
15925-accounts,"City of Junction City, Kansas",,,,http://www.junctioncity-ks.gov/,,Municipality,"New Customer","36521-contacts, 36525-contacts, 36529-contacts, 36533-contacts, 36537-contacts, 36541-contacts","Tyler Ficken",,,"700 N Jefferson",,,"Junction City ",KS,66441,US,"23,353",,
15929-accounts,"City of Emporia, Kansas",,,,http://www.emporia-kansas.gov/,,Municipality,"New Customer","36545-contacts, 36549-contacts, 36553-contacts, 36557-contacts, 36561-contacts, 36565-contacts, 36569-contacts","Mark McAnarney",,,"111 East 6th Avenue",,,Emporia ,KS,66801,US,"24,916",,
15933-accounts,"City of Garden City, Kansas",,,,http://www.garden-city.org/,,Municipality,"New Customer","36573-contacts, 36577-contacts, 36581-contacts, 36585-contacts, 36589-contacts, 36593-contacts, 36597-contacts, 36601-contacts, 36605-contacts, 36609-contacts, 39837-contacts","Matt Allen",,,"301 N 8th Street",,,"Garden City",KS,67846,US,"26,658",,
15937-accounts,"City of Dodge City, Kansas",,,,http://www.dodgecity.org,,Municipality,"New Customer","36613-contacts, 36617-contacts, 36621-contacts, 36625-contacts, 36629-contacts, 36633-contacts, 36637-contacts, 36641-contacts","Cherise Tieben",,,"100 McCaustland Rd",,,"Dodge City",KS,67801,US,"27,340",,
15941-accounts,"City of Leawood, Kansas",,,,http://www.leawood.org/,,Municipality,"New Customer","36645-contacts, 36649-contacts, 36653-contacts, 36657-contacts, 36661-contacts","Scott Lambers",,,"4800 Town Center Drive",,,Leawood,KS,66211,US,"31,867",,
15945-accounts,"City of Leavenworth, Kansas",,,,http://www.lvks.org/,,Municipality,"New Customer","36665-contacts, 36669-contacts, 36673-contacts, 36677-contacts, 36681-contacts","Julie Anderson",,,"100 N 5th St",,,Leavenworth ,KS,66048,US,"35,251",,
15949-accounts,"City of Hutchinson, Kansas",,,,http://www.hutchgov.com/,,Municipality,"New Customer","36685-contacts, 36689-contacts, 36693-contacts, 36697-contacts, 36701-contacts, 36705-contacts, 36709-contacts, 36713-contacts","Trent Maxwell",,,"125 East Avenue B",,,Hutchinson ,KS,67501,US,"42,080",,
15953-accounts,"City of Salina, Kansas",,,,http://www.ci.salina.ks.us/,,Municipality,"New Customer","36717-contacts, 36721-contacts, 36725-contacts, 36729-contacts, 41401-contacts, 54585-contacts, 57193-contacts","Jason Gage",,,"300 W. Ash St",,,Salina ,KS,67401,US,"47,707",,Cartegraph
15957-accounts,"City of Lenexa, Kansas",,,,http://www.lenexa.com/,,Municipality,"New Customer","36733-contacts, 36737-contacts, 36741-contacts, 36745-contacts","Beccy Yocham",,,"12350 West 87th Street Parkway",,,Lenexa ,KS,66215,US,"48,190",,
15961-accounts,"City of Manhattan, Kansas",,,,http://www.ci.manhattan.ks.us/,,Municipality,"New Customer","36749-contacts, 36753-contacts, 36757-contacts, 36761-contacts, 36765-contacts, 46901-contacts","Ron Fehr",,,"1101 Poyntz Ave",,,Manhattan ,KS,66502,US,"52,281",,
15965-accounts,"City of Shawnee, Kansas",,,,http://www.cityofshawnee.org/,,Municipality,"New Customer","36769-contacts, 36773-contacts, 36777-contacts, 36781-contacts, 36785-contacts, 36789-contacts","Carol Gonzales",,,"11110 Johnson Dr",,,Shawnee ,KS,66203,US,"62,209",,
15969-accounts,"City of Lawrence, Kansas",,,,https://www.lawrenceks.org/,,Municipality,"New Customer","36797-contacts, 36801-contacts, 36805-contacts, 36809-contacts, 36813-contacts","Scott McCullough",,,"1400 E 8th St",,,Lawrence ,KS,66044,US,"87,643",,
15973-accounts,"City of Olathe, Kansas",,,,http://www.olatheks.org/,,Municipality,"New Customer","36817-contacts, 36821-contacts, 36825-contacts","Michael Wilkes",,,"100 E Santa Fe Street",,,Olathe ,KS,66061,US,"125,872",,
15977-accounts,"City of Topeka, Kansas",,,,http://www.topeka.org,,Municipality,"New Customer","36829-contacts, 36833-contacts, 36837-contacts, 36841-contacts, 36845-contacts, 55105-contacts","Jim Colson",,,"620 E Madison",,,Topeka ,KS,66603,US,"127,473",,
15981-accounts,"City of Kansas City, Kansas",,,,http://www.wycokck.org/,,Municipality,"New Customer","36849-contacts, 36853-contacts, 36857-contacts, 36861-contacts","Wilba Miller",,,"701 North 7th Street",,,"Kansas City ",KS,66102,US,"145,786",,
15985-accounts,"City of Overland Park, Kansas",,,,http://www.opkansas.org,,Municipality,"New Customer","36865-contacts, 36869-contacts, 36873-contacts, 36881-contacts","Bill Ebel",,,"8500 Santa Fe Dr",,,"Overland Park ",KS,66212,US,"173,372",,
15989-accounts,"City of Wichita, Kansas",,,,http://www.wichita.gov,,Municipality,"New Customer","36885-contacts, 36889-contacts, 36893-contacts, 36897-contacts, 36901-contacts, 36905-contacts, 36909-contacts, 36913-contacts, 36917-contacts","Robert Layton",,,"455 N Main St, 13th Floor",,,Wichita ,KS,67202,US,"382,368",,
15993-accounts,"City of Fenton, MI",,,,,,,"New Customer",18157-contacts,"Dan Czarnecki",,,,,,Fenton,MI,,US,,,
15997-accounts,"Village of Flat Rock, NC",,zoning@villageofflatrock.org,"+1 8286978100",http://flatrocknc.govoffice3.com,,Municipality,"New Customer",36929-contacts,"Judy Boleman",,,"110 Village Center Drive",,,"Flat Rock",NC,28731,US,3114,,
16001-accounts,"City of Gloucester, MA",,,,http://gloucester-ma.gov,,Municipality,"New Customer","6569-contacts, 6565-contacts","Linda Lowe",,,,,,Gloucester,MA,01930,US,"29,393",,
16005-accounts,"City of Holyoke, CO",,,,http://www.holyokechamber.org,,Municipality,"New Customer",,,,,,,,Holyoke,CO,80734,US,"2,263",,
16009-accounts,"Town of Plymouth, MA",,,,http://www.plymouth-ma.gov/Public_Documents/index,,Municipality,"New Customer","6801-contacts, 6805-contacts","Melissa Arrighi",,,,,,Plymouth,MA,02360,US,"51,701",,
16013-accounts,"Cass Township",,,,,,Municipality,"New Customer","36961-contacts, 36965-contacts","Beth Creswell",,,,,,Pottsville,PA,17901,US,,,
16017-accounts,"Castanea Township",,,,,,Municipality,"New Customer",36969-contacts,"Charles Clukey",,,,,,Castanea,PA,17745,US,"1,125",,
16021-accounts,"Crawford Area Transp. Auth.",,,,,,Municipality,"New Customer",36973-contacts,"Tim Geibel",,,"231 Chestnut Street Suite 210",,,Meadville,PA,16335,US,,,
16025-accounts,"Township of Catharine, PA",,,,,,Municipality,"New Customer",36977-contacts,"Eleanor Harclerode",,,"1229 Recreation Drive",,,Williamsburg,PA,16693,US,724,,
16029-accounts,"Mountaintop Area Muni. Auth.",,,,,,Municipality,"New Customer",36981-contacts,"Bob Burbidge",,,,,,"Snow Shoe",PA,16874,US,,,
16033-accounts,"Borough of Canton, PA",,,,,,Municipality,"New Customer",36985-contacts,"Amy Seeley",,,"PO Box 174 4 North Center Street",,,Canton,PA,17724,US,1751,,
16037-accounts,"Township of Lower Merion, PA",,,,,,Municipality,"New Customer","36989-contacts, 57201-contacts","Cydnee Baffa",,,,,,Ardmore,PA,19003,US,59850,,
16041-accounts,"Borough of Conyngham, PA",,,"+1 5707884385, +1 5707884385",,,Municipality,"New Customer","36993-contacts, 54853-contacts, 59197-contacts","Herbert Gregory",,,"215 Main St.",,,Conyngham,PA,18219,US,1914,,
16045-accounts,"Borough of Milton, PA",,,,,,Municipality,"New Customer",36997-contacts,"Chuck Beck",,,,,,Milton,PA,17847,US,"6,986",,
16049-accounts,"Duquesne Light Energy",,,,,,Municipality,"New Customer",37001-contacts,"Clifford Blashford",,,"411 Seventh Ave.",,,Pittsburgh,PA,15219,US,,,
16053-accounts,"Moscow Sewer Authority",,,,,,Municipality,"New Customer",37005-contacts,"James Kanavy",,,"PO Box 525 309 Market St",,,Moscow,PA,18444,US,,,
